B,0,0,0.3692563237616955
B,0,1,0.211326003278837
B,0,2,0.4769047686131114
B,0,3,0.08223435656083267
B,0,4,0.23765936533698317
B,0,5,0.08349777521417012
B,0,6,0.3777519598652812
B,0,7,0.23115433947935216
B,0,8,0.8992340515782049
B,0,9,0.1724387941924307
B,0,10,0.5860606325964867
B,0,11,0.02931960245596632
B,0,12,0.2211639105050699
B,0,13,0.7604299917047523
B,0,14,0.2581289502480767
B,0,15,0.13981351665146313
B,0,16,0.12554288210716225
B,0,17,0.4710199221773418
B,0,18,0.3956389675231913
B,0,19,0.6532882254056225
B,0,20,0.5601941613662945
B,0,21,0.0781692358735101
B,0,22,0.027163456298421984
B,0,23,0.5059999848825947
B,0,24,0.905956543990622
B,0,25,0.30281481829621393
B,0,26,0.6065605754322225
B,0,27,0.8719305731637762
B,0,28,0.941295943483574
B,0,29,0.04724933752496885
B,0,30,0.2199575683101953
B,0,31,0.16778753827956505
B,0,32,0.9961784851307519
B,0,33,0.6579682133561756
B,0,34,0.31172048427924115
B,0,35,0.475998777775097
B,0,36,0.3335643368771096
B,0,37,0.08995791707687961
B,0,38,0.7655065086950014
B,0,39,0.2554154478222527
B,0,40,0.4872240917815458
B,0,41,0.5963210518386777
B,0,42,0.8035433133881634
B,0,43,0.667442340319061
B,0,44,0.5124242620113394
B,0,45,0.14374679703067728
B,0,46,0.3990256895808496
B,0,47,0.11828575015793197
B,0,48,0.1087271321565616
B,0,49,0.5216518307844307
B,0,50,0.524245748944231
B,0,51,0.529254805132126
B,0,52,0.4748174388808153
B,0,53,0.15413422646729213
B,0,54,0.7268591461659443
B,0,55,0.729050655752512
B,0,56,0.5185511284312245
B,0,57,0.3266642600494061
B,0,58,0.574800099237228
B,0,59,0.37808396357259744
B,0,60,0.6998296996075613
B,0,61,0.5555715218522378
B,0,62,0.4560744476478532
B,0,63,0.230251306180016
B,0,64,0.8197729829739313
B,0,65,0.976532634434528
B,0,66,0.16041394873912174
B,0,67,0.24738988530710038
B,0,68,0.9132432498820041
B,0,69,0.13230417395466332
B,0,70,0.6611525289761546
B,0,71,0.8734173619299274
B,0,72,0.7942917805228705
B,0,73,0.39270934367079613
B,0,74,0.4536996088137263
B,0,75,0.6015385283912619
B,0,76,0.9324095392077553
B,0,77,0.4708836110642787
B,0,78,0.37690525929596186
B,0,79,0.695826814237972
B,0,80,0.39447416824418957
B,0,81,0.5348537299123669
B,0,82,0.8399290227172981
B,0,83,0.8448811903048639
B,0,84,0.5849462045545769
B,0,85,0.11432372873254715
B,0,86,0.7070497222691594
B,0,87,0.36887529402921604
B,0,88,0.8439055010928759
B,0,89,0.060510351439394316
B,0,90,0.6531199013039467
B,0,91,0.40377282248241053
B,0,92,0.5597493078103001
B,0,93,0.8336900472950902
B,0,94,0.3369476317489887
B,0,95,0.06736980163709694
B,0,96,0.07206160718865007
B,0,97,0.3378606802643125
B,0,98,0.250441436758131
B,0,99,0.17196442468150852
B,0,100,0.27938455321950717
B,0,101,0.9901331250918184
B,0,102,0.8348185987939153
B,0,103,0.5926091477302358
B,0,104,0.7052187551630135
B,0,105,0.10962521100409284
B,0,106,0.6393857596534177
B,0,107,0.8345192268204332
B,0,108,0.4350362070565811
B,0,109,0.20101406740679395
B,0,110,0.9328027882684035
B,0,111,0.5228833954969919
B,0,112,0.7756461012080869
B,0,113,0.8494162059630745
B,0,114,0.9615092907029875
B,0,115,0.3197736379953593
B,0,116,0.4080577119383455
B,0,117,0.23290700265753916
B,0,118,0.2210529518616272
B,0,119,0.2052059664652447
B,0,120,0.05707672304270006
B,0,121,0.24722390217626722
B,0,122,0.3143987321148176
B,0,123,0.6581636683425145
B,0,124,0.2611500800016311
B,0,125,0.5816563563864369
B,0,126,0.037666912147922615
B,0,127,0.13020444893098437
B,0,128,0.6733650001925681
B,0,129,0.4448818952658271
B,0,130,0.5993114626101703
B,0,131,0.6385578167584275
B,0,132,0.6754386480938365
B,0,133,0.08490479507815785
B,0,134,0.019092139757824422
B,0,135,0.7105662714061494
B,0,136,0.484491903075024
B,0,137,0.7664599011606182
B,0,138,0.8103508730923052
B,0,139,0.8225931075156461
B,0,140,0.13796035821909058
B,0,141,0.6913169305725582
B,0,142,0.5628398566388321
B,0,143,0.534924760086748
B,0,144,0.8393956307938933
B,0,145,0.025039701341104892
B,0,146,0.08830412874019855
B,0,147,0.28603552983158864
